domain,name,product_category,revenue_range,Total visits - November 2017,Total visits -  June 2017,Total visits - October 2017,SimilarWeb Rank-October,MUV - October
gerdalocks.com,GERDA LLC,General Merchandise,$100 mil. - $250 mil.,468.966695,5636.913682,811.1186454,11027129,57.58458789
britax.co.uk,Britax International,"Children, Family and Parenting",$100 mil. - $250 mil.,66652.92919,37320.58421,18723.62301,1862512,7950.298056
giftcards.com,OmniPrepaid LLC,Gift and Novelty,$100 mil. - $250 mil.,1272015.465,1493337.744,1905846.684,44736,338577.402
junolightinggroup.com,Juno Lighting Group,Consumer Electronics & Appliances,$100 mil. - $250 mil.,49233.82072,13620.22227,15902.40445,2960648,4836.778697
antoninoautogroup.com,Antonino Auto Group,Automotive and Vehicles,$100 mil. - $250 mil.,620.630956,1213.439204,143.2352523,21968139,90.53852696
lcpackaging.com,LC Packaging International BV,Others,$100 mil. - $250 mil.,3329.785357,56619.64497,21663.38563,1776429,1659.758971
foremost.ca,Foremost Industries LP,Others,$100 mil. - $250 mil.,28304.56121,36212.07518,1261989.48,78277,1337.99777
peterstone.com,Peter Stone Company Ltd,Style and Fashion,$100 mil. - $250 mil.,27156.70432,110248.127,1556.787092,6934647,823.635447
creekstonefarms.com,Creekstone Farms Premium Beef LLC,Food And Beverage,$100 mil. - $250 mil.,10206.76818,12403.42796,66812.78377,927700,4961.949136
montblanc.com,Montblanc Limited,Style and Fashion,$100 mil. - $250 mil.,1390939.955,1938407.519,1367234.95,48088,286702.5416
australiangeographic.com.au,Australian Geographic,Media and Publications,$100 mil. - $250 mil.,807070.3848,626385.3754,1043947.181,82525,167598.3576
ungerglobal.com,Unger UK Ltd.,Others,$100 mil. - $250 mil.,16819.58362,20579.08308,20304.86431,1407848,7136.785793
tenable.com,Tenable Network Security Inc,Consumer Electronics & Appliances,$100 mil. - $250 mil.,1618029.551,1222410.195,1729577.91,46088,293446.9596
sleepys.com,Sleepy,Home Furnishings and Furniture,$100 mil. - $250 mil.,582710.3942,269514.1588,114793.8758,506260,43862.75336
dgdg.com,Del Grande Dealer Group,Automotive and Vehicles,$100 mil. - $250 mil.,61696.35237,174510.9909,144169.7516,349677,15057.86147
lacordee.com,La Cordée,"Art, Entertainment and Recreation",$100 mil. - $250 mil.,303367.3249,200534.159,257373.7991,243236,42789.30908
shopify.com,Shopify Inc,Others,$100 mil. - $250 mil.,78699783.84,87689094.74,50679358.64,1652,12930383.97
kenjo.net,K & J Jewelry Inc,Style and Fashion,$100 mil. - $250 mil.,1125.430076,628.5819858,347.8807499,13437328,156.0480969
iksula.com,Iksula,Others,$100 mil. - $250 mil.,6337.477333,11660.72769,13483.36758,3194460,974.267545
betconstruct.com,BetConstruct company,"Art, Entertainment and Recreation",$100 mil. - $250 mil.,140981.179,299510.7489,289086.2062,200705,20617.97682
keeneymfg.com,The Keeney Manufacturing Company,Others,$100 mil. - $250 mil.,6188.088506,36701.2558,63148.21829,1250828,3318.569434
hybris.com,Hybris AG,Others,$100 mil. - $250 mil.,358182.9517,404628.7776,957912.8122,68942,110465.095
qualityfoods.com,Quality Foods,Food And Beverage,$100 mil. - $250 mil.,37489.73066,86195.32465,157693.1541,501078,8502.347877
thekooples.com,The Kooples,Apparel and Accessories,$100 mil. - $250 mil.,522878.7727,511499.6251,478189.7605,117026,133219.3117
e-barnett.com,Barnett Inc.,Building Material and Garden Equipment and Supplies,$100 mil. - $250 mil.,13427.21831,196.3491764,798.8139676,13344886,273.7876813
bedroomkandi.com,Bedroom Kandi,Home Furnishings and Furniture,$100 mil. - $250 mil.,156652.0727,44493.83807,184142.6786,257997,4438.99547
sleephappens.com,Mattress Warehouse Inc,Home Furnishings and Furniture,$100 mil. - $250 mil.,85993.50322,176801.2588,68106.25674,646537,12390.80178
aftershockplc.com,AFTERSHOCK PLC,General Merchandise,$100 mil. - $250 mil.,5764.987321,4653.526763,8873.888299,3566810,1041.623706
johnstonscashmere.com,JohnstonsCashmere,Apparel and Accessories,$100 mil. - $250 mil.,185351.0715,16798.48773,44366.86732,781523,15308.65136
jojomamanbebe.co.uk,Jojo,Apparel and Accessories,$100 mil. - $250 mil.,577889.2786,611243.1521,307430.8255,183874,56080.60023
sportsgirl.com.au,Sportsgirl Forums,Apparel and Accessories,$100 mil. - $250 mil.,518665.0015,567946.5946,467878.7625,91095,101170.441
northsails.com,North Sails Inc,Apparel and Accessories,$100 mil. - $250 mil.,256774.3166,407985.3575,187011.252,260511,36004.64275
courtesycars.com,Courtesy Auto Group,Automotive and Vehicles,$100 mil. - $250 mil.,418.365002,1179.073658,63676.74601,1252931,398.5580873
aviall.com,"Aviall , Inc.",Travel and Transportation,$100 mil. - $250 mil.,105896.0564,112483.0514,119385.7496,382867,23970.13314
imperialdist.com,"Imperial Distributing , Inc.",Food And Beverage,$100 mil. - $250 mil.,970.993655,2915.278724,3248.574524,7124950,1194.4432
carryliftgroup.com,The Carrylift Group,Others,$100 mil. - $250 mil.,11059.30233,95.55014373,84.89604388,29687308,183.9047412
siglers.com,Sigler Inc,Finance,$100 mil. - $250 mil.,4613.893087,3997.10953,5330.410248,3917528,2411.856132
illy.com,Illy,Food And Beverage,$100 mil. - $250 mil.,880227.8935,597683.7274,687057.067,121799,122718.5263
monarch-beverage.com,Monarch Beverage Company,Food And Beverage,$100 mil. - $250 mil.,34070.49707,5179.448895,33048.14701,1615170,2183.495748
mikunisushi.com,Mikuni Japanese Restaurant & Sushi Bar,Food And Beverage,$100 mil. - $250 mil.,49330.65341,7936.2905,30299.37463,1788925,5568.199604
fabfred.com,Fabulous Freddy,Food And Beverage,$100 mil. - $250 mil.,20559.89537,1612.1427,1791.994805,7382009,994.2218116
raleigh.co.uk,Raleigh Cycle Centre,"Art, Entertainment and Recreation",$100 mil. - $250 mil.,130528.6148,125273.2027,92496.46204,528447,24113.0243
marshfurniture.com,Marsh Furniture Company,General Merchandise,$100 mil. - $250 mil.,4643.440666,2557.99361,1616.166414,5788588,1066.792115
ullapopken.com,Ulla Popken Limited Partnership,Apparel and Accessories,$100 mil. - $250 mil.,157175.3072,324854.8988,171214.3493,265634,21498.38216
hotelchocolat.com,Hotel Chocolat Ltd,Food And Beverage,$100 mil. - $250 mil.,738128.0477,291642.0939,360960.3422,162415,71088.79654
spokanetransit.com,Spokane Transit Authority,"Law, Government and Politics",$100 mil. - $250 mil.,602315.6673,240049.2083,854495.3808,99419,8319.67749
royalenfield.com,Royal Enfield,Automotive and Vehicles,$100 mil. - $250 mil.,2094020.079,2785970.243,4027553.103,18794,340545.7824
buona.com,BUONA COMPANIES,Food And Beverage,$100 mil. - $250 mil.,51358.13954,37724.39001,53416.34613,1052558,9423.321627
mazer.com,The Mazer Corporation,Media and Publications,$100 mil. - $250 mil.,625.6583307,836.0913529,1340.552074,8550049,752.741581
shana.com,Shana Corporation,Apparel and Accessories,$100 mil. - $250 mil.,835442.3947,277360.6089,123796.8592,359301,20655.13579
laithwaites.co.uk,Laithwaites,Food And Beverage,$100 mil. - $250 mil.,274894.0337,285115.9734,256590.3444,211402,48508.34717
rossvideo.com,Ross Video Limited,Consumer Electronics & Appliances,$100 mil. - $250 mil.,63406.84377,53721.73319,156322.2406,391758,19372.35173
fairwaychevy.com,Fairway Chevrolet Company,Automotive and Vehicles,$100 mil. - $250 mil.,7282.017251,12378.29946,7074.358758,3003788,2262.648618
classicpartyrentals.com,Classic Party Rentals Company,Others,$100 mil. - $250 mil.,60628.89916,79683.44475,16064.70554,1615526,14404.70555
winegard.com,Winegard Company,Consumer Electronics & Appliances,$100 mil. - $250 mil.,157326.7418,225887.0906,255950.9139,265505,41520.97774
tevetllc.com,TEVET LLC,Business and Industrial,$100 mil. - $250 mil.,1373.144152,1862.011134,1306.340221,7365289,260.5207221
rallyeacura.com,Rallye Acura,Automotive and Vehicles,$100 mil. - $250 mil.,4009.375818,2002.337439,1956.412898,6243612,643.7146507
lojack.com,LoJack Corporation,Others,$100 mil. - $250 mil.,186674.016,36839.95178,88999.87488,453436,18862.17538
merchantsfoodservice.com,Merchants Foodservice,Food And Beverage,$100 mil. - $250 mil.,22486.78662,7381.755851,188951.2026,432731,2052.96028
hccahc.com,HCCA International,Others,$100 mil. - $250 mil.,Data not found,Data not found,59.64676037,34175576,Data not found
warrensbakery.co.uk,Warrens Bakery,Food And Beverage,$100 mil. - $250 mil.,1881.965476,2360.561566,91973.65569,911286,1696.389369
pdcbrandsusa.com,PDC BRANDS,Others,$100 mil. - $250 mil.,125252.2258,46624.96911,128181.5438,720343,5203.442774
mec.ca,Mountain Equipment Co-operative,"Art, Entertainment and Recreation",$250 mil. - $500 mil.,2186225.014,2812376.804,2728245.069,21685,649850.0745
shopapt.com,American Paper & Twine Co.,Others,$250 mil. - $500 mil.,4402.337509,6674.539501,45033.55023,1053553,2401.899551
willert.com,Willert Home Products Inc,Others,$250 mil. - $500 mil.,23282.92281,1150.364218,749.9612781,9200695,559.9009635
petmate.com,Petmate,Food And Beverage,$250 mil. - $500 mil.,75092.3264,29653.71804,101470.9719,644431,10469.26098
omax.com,OMAX Corporation,Consumer Electronics & Appliances,$250 mil. - $500 mil.,15795.59181,18215.11844,15959.04964,2116067,7723.550338
cybexintl.com,"Cybex International , Inc.","Art, Entertainment and Recreation",$250 mil. - $500 mil.,101556.3561,138059.2446,73132.63078,589945,16098.34876
golfsmith.com,Golfsmith,"Art, Entertainment and Recreation",$250 mil. - $500 mil.,779764.0692,58552.76387,151987.3767,701775,345.8573131
portplastics.com,Port Plastics Inc,General Merchandise,$250 mil. - $500 mil.,2859.688113,2718.430522,2633.605839,5757572,1001.596638
halo.com,"ESKCO, Inc.",Others,$250 mil. - $500 mil.,126307.3537,68309.39494,202631.3554,315132,15736.72897
rizzacars.com,Joe Rizza Kia,Automotive and Vehicles,$250 mil. - $500 mil.,45722.33821,442.9883197,156.3847605,24842198,386.2846594
wbmason.com,WB Mason Co. Inc,Others,$250 mil. - $500 mil.,384185.817,512647.9222,545269.9729,87993,92917.77366
hackett.com,Hackett Limited,Apparel and Accessories,$250 mil. - $500 mil.,161334.3874,173433.6356,429738.546,154856,58745.4176
furniturelandsouth.com,Furnitureland South,Home Furnishings and Furniture,$250 mil. - $500 mil.,214510.6082,119778.0749,172835.1147,295288,31156.86219
nationaloak.com,National Oak Distributors Inc,Automotive and Vehicles,$250 mil. - $500 mil.,48692.44669,3822.849718,7766.532156,2833314,895.3037567
atlantixglobal.com,Atlantix Global Systems LLC,Consumer Electronics & Appliances,$250 mil. - $500 mil.,3904.218065,4267.318481,4339.271492,5266907,2254.947239
riversidepublishing.com,Riverside Publishing Company,Other,$250 mil. - $500 mil.,4381.597584,5974.399291,1240.598518,9993170,2786.062376
hubert.com,Hubert Company,Others,$250 mil. - $500 mil.,66103.27546,48746.61653,127704.0604,475280,15396.75839
cotswoldoutdoor.com,Cotswold Outdoor Ltd,"Art, Entertainment and Recreation",$250 mil. - $500 mil.,1959782.122,1072639.556,1290294.159,38718,306791.2668
mitutoyo.com,Mitutoyo America Corporation,Others,$250 mil. - $500 mil.,84188.2287,129767.2877,179655.2177,384307,38611.31448
gibson.com,Gibson Guitar Corp,"Art, Entertainment and Recreation",$250 mil. - $500 mil.,2108636.252,1945874.462,3360612.612,27499,478505.5589
norco-inc.com,"Norco , Inc.",Others,$250 mil. - $500 mil.,20829.51816,45204.18241,43176.75355,1213862,6435.450983
outdoorcap.com,Outdoor Cap Company Inc,Apparel and Accessories,$250 mil. - $500 mil.,40292.48041,61355.92983,142534.6112,358323,10025.19517
flexerasoftware.com,Flexera Software,Others,$250 mil. - $500 mil.,773991.9848,906176.1662,595080.3639,149893,200609.7287
aramarkrefreshments.com,ARAMARK Refreshment Services,Others,$250 mil. - $500 mil.,12567.42352,13376.02962,25705.28421,1792969,3537.739314
jdequipment.com,JD Equipment Inc,Others,$250 mil. - $500 mil.,3359.738141,111364.6228,3672.371171,4840721,2134.458056
hornady.com,Hornady Manufacturing Company,Others,$250 mil. - $500 mil.,825469.6964,737358.5244,530366.0405,125785,89991.23866
trex.com,Trex Company Inc,Home Furnishings and Furniture,$250 mil. - $500 mil.,216281.8248,697205.9288,264445.2327,168180,62098.39297
binglee.com.au,Bing Lee,Consumer Electronics & Appliances,$250 mil. - $500 mil.,457290.3653,753603.4537,609311.7973,114839,140165.3384
morsco.com,Morrison Supply Company,Others,$250 mil. - $500 mil.,17679.78396,4853.186373,3139.918425,5851852,2284.557931
monrovia.com,Monrovia,Building Material and Garden Equipment and Supplies,$250 mil. - $500 mil.,544301.3771,1385258.65,840721.0895,101491,211692.6611
baers.com,Baer's Furniture,Home Furnishings and Furniture,$250 mil. - $500 mil.,84549.36923,80079.73579,90312.68204,549667,17001.3417
duboischemicals.com,DuBois Chemicals Inc,Others,$250 mil. - $500 mil.,25688.48937,2668.085616,53019.74757,1523873,651.6830853
unitedelectric.com,United Electric Supply Inc,Consumer Electronics & Appliances,$250 mil. - $500 mil.,8303.180995,4906.765046,10111.50682,2254394,5173.394846
volcom.com,"Volcom , Inc.",Apparel and Accessories,$250 mil. - $500 mil.,493464.983,567450.3526,335402.887,175540,68827.65682
upperdeck.com,The Upper Deck Company LLC,"Art, Entertainment and Recreation",$250 mil. - $500 mil.,126070.6266,35605.73998,126113.8521,491674,16554.87062
teamschierl.com,Team Schierl Companies,Finance,$250 mil. - $500 mil.,368.0790074,1095.753862,269.2484429,15048862,Data not found
ninewest.com,West,Apparel and Accessories,$250 mil. - $500 mil.,1626820.297,1078549.748,776724.5168,79881,131709.7416
tacony.com,Tacony Corporation,Consumer Electronics & Appliances,$250 mil. - $500 mil.,7184.8681,8156.4989,3922.451532,4425868,2653.658996
ameriwood.com,Ameriwood,Home Furnishings and Furniture,$250 mil. - $500 mil.,11038.5098,4536.225049,70593.82949,564836,7046.636161
topps.com,"The Topps Company , Inc.","Art, Entertainment and Recreation",$250 mil. - $500 mil.,386521.6828,532556.5465,570620.7626,132923,66170.37695
step2.com,The Step2 Company,"Children, Family and Parenting",$250 mil. - $500 mil.,324322.0647,140405.1504,110414.081,503728,18931.37289
carhartt.com,Carhartt Inc,Apparel and Accessories,$250 mil. - $500 mil.,2104508.221,996070.0569,1831477.867,37449,299473.6601
randmcnally.com,Rand McNally & Company,Media and Publications,$250 mil. - $500 mil.,837113.3688,772782.4358,499032.4865,154170,144787.9155
toshiba.ca,Toshiba Business Solutions Canada/Solutions d'Affaires,Consumer Electronics & Appliances,$250 mil. - $500 mil.,219570.9945,196024.2077,202803.8691,354512,43899.36393
supplyhq.com,Maintenance Supply Headquarters,Others,$250 mil. - $500 mil.,47152.29279,7141.766553,2993.589327,5033246,1775.111301
golftown.com,Golf Town,"Art, Entertainment and Recreation",$250 mil. - $500 mil.,345161.466,713666.961,410644.8369,133040,69374.0754
jhlarson.com,J.H. Larson Company,Others,$250 mil. - $500 mil.,3369.738535,2574.809574,4581.756051,4418737,1677.83826
vertu.com,Vertu Limited,Style and Fashion,$250 mil. - $500 mil.,346721.4089,332568.8175,535475.7779,135496,62788.43688
blueapron.com,Blue Apron,Food And Beverage,$250 mil. - $500 mil.,4488513.236,4406001.615,3072408.028,22116,994786.9691
pcf.com,Pacific Coast Feather Company,Consumer Electronics & Appliances,$250 mil. - $500 mil.,2957.498399,1792.752862,2660.651457,3609122,1055.972264
diesel.com,Diesel,Apparel and Accessories,$250 mil. - $500 mil.,2177106.066,1482174.366,2286463.645,27856,399558.9116
pny.com,PNY Technologies Inc,Consumer Electronics & Appliances,$250 mil. - $500 mil.,598359.1839,663653.574,527540.6531,153263,150462.7922
tropitone.com,Tropitone Furniture Company Inc,Home Furnishings and Furniture,$250 mil. - $500 mil.,24698.82716,36754.67546,66406.32448,644202,5782.12433
swansonvitamins.com,Swanson Health Products,Health and Fitness,$250 mil. - $500 mil.,4130845.972,3330867.975,3268982.913,18976,777303.6882
velcro.com,Velcro Industries B.V,Apparel and Accessories,$250 mil. - $500 mil.,74073.79508,144217.9882,156591.4687,382510,30232.84349
beechnut.com,Beech-Nut Nutrition Corporation,Medical and Wellness,$250 mil. - $500 mil.,29925.89057,187305.6802,80033.45989,742384,3026.746109
harpercollins.com,HarperCollins,Media and Publications,$250 mil. - $500 mil.,1634985.079,1681026.509,2076679.59,57388,492429.8377
smartbox.com,Smartbox Canada,Gift and Novelty,$250 mil. - $500 mil.,1990915.263,1837929.42,2132913.956,20277,455988.199
logomark.com,Logomark Inc,Stationery and Office Products,$250 mil. - $500 mil.,67507.42905,26725.5745,23977.61029,1431416,7261.988139
hancockfabrics.com,"Hancock Fabrics , Inc.","Art, Craft and Collectibles",$250 mil. - $500 mil.,73107.90811,11536.14248,2968.797924,7187152,2095.406111
starlumber.com,STAR LUMBER & SUPPLY CO,Building Material and Garden Equipment and Supplies,$250 mil. - $500 mil.,2190.166907,53012.01788,465.83974,13827468,450.8308092
duralee.com,Duralee Fabrics LTD,Home Furnishings and Furniture,$250 mil. - $500 mil.,95268.99097,56404.9169,38490.29929,789907,11273.95835
destinationxl.com,"DESTINATION XL GROUP, INC.",Apparel and Accessories,$250 mil. - $500 mil.,1194953.63,1518528.584,1110979.156,48390,203966.4781
bushbeans.com,Bush Brothers & Company,Food And Beverage,$250 mil. - $500 mil.,250807.2714,282705.8522,242610.8115,295476,39411.00153
ebbrands.com,EB Brands LLC,Others,$250 mil. - $500 mil.,5354.619735,13098.49431,36193.91762,2096858,472.5947188
gohastings.com,"Hastings Entertainment , Inc.","Art, Entertainment and Recreation",$250 mil. - $500 mil.,155504.7899,65984.39121,56058.06852,1476144,6377.800028
rolandfood.com,"Bruno Scheidt, Inc.",Food And Beverage,$250 mil. - $500 mil.,55190.31847,9089.639522,8448.542312,3547841,5804.001687
senecamedical.com,"Seneca Medical , Inc.",Stationery and Office Products,$250 mil. - $500 mil.,41644.25232,6442.939203,7405.831881,2496591,2313.170872
kasper.com,Kasper,Apparel and Accessories,$250 mil. - $500 mil.,25006.32752,2919.869238,92700.437,1200152,858.7962388
peets.com,"Peet's Coffee & Tea , Inc.",Food And Beverage,$250 mil. - $500 mil.,499557.1786,207014.5601,617827.2261,123084,115221.9557
tomy.com,TOMY Corporation,"Children, Family and Parenting",$250 mil. - $500 mil.,261325.275,104596.5774,366744.5934,197825,23846.03813
bargreen.com,"Bargreen-Ellingson , Inc.",General Merchandise,$250 mil. - $500 mil.,42260.87328,26559.65223,20058.09848,1493765,10021.29104
sauder.com,Sauder Woodworking Co.,Home Furnishings and Furniture,$250 mil. - $500 mil.,366199.3892,205670.6028,492858.5145,155548,39649.31478
8020.net,80/20 Inc.,Others,$250 mil. - $500 mil.,83156.92974,200554.8986,435307.9731,137096,31760.62752
lillypulitzer.com,Lilly Pulitzer,Apparel and Accessories,$250 mil. - $500 mil.,564283.0671,992974.5251,353018.6832,173756,92484.76447
internationaltrucks.com,Navistar Inc,Automotive and Vehicles,$250 mil. - $500 mil.,186193.9026,177026.9441,115903.3478,501168,20678.76547
amsoil.com,AMSOIL INC,Others,$250 mil. - $500 mil.,1355308.366,1552521.591,1431062.844,52808,119822.1134
helpsystems.com,SEQUEL Software,Others,$250 mil. - $500 mil.,55347,62844,67183,428392,39627
cromwell.co.uk,Cromwell Group Ltd,Building Material and Garden Equipment and Supplies,$250 mil. - $500 mil.,562816.3975,426727.7388,702338.4132,106531,140511.5282
judithleiber.com,Judith Leiber LLC,Apparel and Accessories,$250 mil. - $500 mil.,7131.386722,3219.651638,41808.88178,1103764,1029.743228
jondon.com,Jon-Don Inc,Home Furnishings and Furniture,$250 mil. - $500 mil.,135857.6399,174892.148,289123.1363,250176,48967.29165
zippo.com,Zippo Manufacturing Company,Gift and Novelty,$250 mil. - $500 mil.,554998.6442,416082.4681,736845.8837,90194,98277.38423
sparboe.com,Sparboe Farms Inc,Food And Beverage,$250 mil. - $500 mil.,709.3177206,464.6384114,3357.359986,7509110,309.7261833
thingsremembered.com,Things Remembered,Gift and Novelty,$250 mil. - $500 mil.,1809307.636,1272154.312,768192.5504,79149,175934.2026
ziprecruiter.com,ZipRecruiter Inc,Others,$250 mil. - $500 mil.,29617133.75,33207072.73,46988294.28,1288,3464414.013
mooremedical.com,Moore Medical Corp.,Others,$250 mil. - $500 mil.,157338.7644,92308.42172,378161.1013,238698,25747.50065
ara.com,Applied Research Associates Inc,Travel and Transportation,$250 mil. - $500 mil.,68047.78249,92902.31756,147678.0139,378258,10379.77061
bearcom.com,BearCom Company,Consumer Electronics & Appliances,$250 mil. - $500 mil.,11575.14488,13873.39707,13150.29931,2527986,8923.729596
aquatech.com,Aquatech International LLC,Others,$250 mil. - $500 mil.,15630.43505,10288.64454,10383.36849,3433935,3190.551975
neostrata.com,NeoStrata Company Inc,Others,$250 mil. - $500 mil.,49171.67236,242958.0204,192853.0811,501271,12271.70883
thenorthwest.com,NHL Enterprises L.P,General Merchandise,$250 mil. - $500 mil.,11012.5871,3425.833662,32853.85278,721540,3328.810526
fontainebleau.com,Fontainebleau Miami Beach,Hospitality and Accomodation,$250 mil. - $500 mil.,295603.024,411760.1896,59252.5736,838674,18242.93802
deximaging.com,Dex Imaging Company,Consumer Electronics & Appliances,$250 mil. - $500 mil.,509448.9935,10888.42733,10571.8312,2302459,4347.319879
amerimark.com,AmeriMark Direct LLC,General Merchandise,$250 mil. - $500 mil.,622088.1898,762046.5593,693712.9514,73895,73131.41063
truereligion.com,True Religion Apparel Inc.,Apparel and Accessories,$250 mil. - $500 mil.,1556863.2,1006874.911,1168697.71,35022,109141.2165
hunterfan.com,Hunter Fan Company,Consumer Electronics & Appliances,$250 mil. - $500 mil.,95389.72457,133114.0017,240862.8392,231525,59218.84767
petsupermarket.com,Pet Supermarket Inc,Other,$250 mil. - $500 mil.,190347.8564,177271.6081,201736.3354,282023,34823.23587
youfit.com,Youfit,"Art, Entertainment and Recreation",$250 mil. - $500 mil.,230707.5578,420272.0633,218252.3131,340902,37331.10343
neweracap.com,The New Era Cap Company,Apparel and Accessories,$250 mil. - $500 mil.,1016828.25,479307.588,496581.4006,98826,87952.93811
modcloth.com,ModCloth Inc,Apparel and Accessories,$250 mil. - $500 mil.,7757139.128,4555389.46,3594481.281,15888,856434.2852
motorcarparts.com,MOTORCAR PARTS AMERICA INC,Automotive and Vehicles,$250 mil. - $500 mil.,5311.41733,2316.046914,2650.740802,6347386,930.0563955
newgistics.com,Newgistics Inc,Travel and Transportation,$250 mil. - $500 mil.,182509.0653,270612.4407,61774.53205,826191,31604.37096
riversendtrading.com,River's End Trading Co.,Apparel and Accessories,$250 mil. - $500 mil.,89661.12701,16510.44504,20187.58891,3130084,1352.417936
national.edu,"Dlorah, Inc.",Education,$250 mil. - $500 mil.,380008.7832,332700.251,357750.7663,187286,21393.79521
hushpuppies.com,Hush Puppies,Apparel and Accessories,$250 mil. - $500 mil.,337674.3886,342832.7262,441520.7137,142110,76375.93732
solsticesunglasses.com,Solstice Sunglasses,Other,$250 mil. - $500 mil.,334586.3915,147959.0887,102161.2296,757370,7104.865198
arcataassoc.com,Arcata Associates Inc.,Others,$250 mil. - $500 mil.,1220.607224,1301.908394,569.9474147,11945059,196.9457998
tirekingdom.com,Tire Kingdom,Automotive and Vehicles,$250 mil. - $500 mil.,295375.7913,384375.0465,289706.1767,214149,42416.60317
americanroller.com,American Roller Company,Others,$250 mil. - $500 mil.,2294.848553,3211.21394,2412.011774,7054781,905.379946
benbridge.com,BEN BRIDGE INC,Style and Fashion,$250 mil. - $500 mil.,116029.3828,115574.4196,114550.3209,508419,17164.14923
mcicoach.com,Motor Coach Industries Inc,Travel and Transportation,$250 mil. - $500 mil.,28927.29889,21516.2099,36708.62145,1314011,4197.593169
acmetools.com,Acme Tools,Building Material and Garden Equipment and Supplies,$250 mil. - $500 mil.,502163.5529,574931.803,618841.2112,101817,112785.4347
elliemae.com,"Ellie Mae , Inc.",Others,$250 mil. - $500 mil.,336346.5677,410081.0861,376811.7645,115579,57491.70347
exemplis.com,Exemplis Corporation,Home Furnishings and Furniture,$250 mil. - $500 mil.,Data not found,11058.72093,2798.741579,6038242,774.983276
daddario.com,D'Addario & Company Inc,"Art, Entertainment and Recreation",$250 mil. - $500 mil.,509755.1172,305214.4725,549875.2848,129275,108687.0803
jjkeller.com,J. J. Keller & Associates Inc,Others,$250 mil. - $500 mil.,256817.5413,309297.8244,228864.8191,294412,52303.09312
argonmedical.com,"Argon Medical Devices , Inc.",Stationery and Office Products,$250 mil. - $500 mil.,11877.15178,10740.27789,5151.327153,4052083,2021.587235
gooutdoors.co.uk,GO Outdoors LTD,Apparel and Accessories,$250 mil. - $500 mil.,2618367.866,2358259.353,2290947.374,30382,444041.2835
enkei.com,ENKEI CORPORATION,Automotive and Vehicles,$250 mil. - $500 mil.,127752.384,118001.7421,150189.2136,400168,26747.97762
gerberchildrenswear.com,Gerber Childrenswear LLC,"Children, Family and Parenting",$250 mil. - $500 mil.,50132.13657,36368.52159,193557.0969,206205,7403.857716
centurymartialarts.com,Century LLC,"Art, Entertainment and Recreation",$250 mil. - $500 mil.,167795.5784,201226.1998,220690.4104,277336,34576.41658
vipauto.com,"VIP , Inc.",Food And Beverage,$250 mil. - $500 mil.,43165.39246,19618.25107,86511.26822,815707,4425.956814
cspire.com,"C Spire , Inc.",Travel and Transportation,$250 mil. - $500 mil.,2193205.67,1579008.899,1980494.44,43486,53287.44925
mariettadrapery.com,Marietta Drapery & Window Coverings Co. Inc,Home Furnishings and Furniture,$250 mil. - $500 mil.,166.850728,335.864162,569.6793536,12571299,46.50170364
no.co,The NOCO Company,Consumer Electronics & Appliances,$250 mil. - $500 mil.,93880.38787,37812.38673,291649.8113,236873,23255.47336
alpinestars.com,Alpinestars Inc,Apparel and Accessories,$250 mil. - $500 mil.,440620.0141,390542.4996,395081.9718,174875,84906.38824
bulova.com,Bulova Corporation,Style and Fashion,$250 mil. - $500 mil.,454360.273,467994.418,547559.6815,154689,58021.78259
gardenridge.com,Garden Ridge Corporation,Home Furnishings and Furniture,$250 mil. - $500 mil.,23831.09085,1220.079387,400.9027847,11992506,121.3905046
crestron.com,MobileAria,Consumer Electronics & Appliances,$250 mil. - $500 mil.,622835.3654,617506.9046,774960.7322,76909,125023.173
chainreactioncycles.com,Chain Reaction Cycles,"Art, Entertainment and Recreation",$250 mil. - $500 mil.,8036921.582,9655517.888,11422233.66,5899,1533430.203
bsnsports.com,"BSN Sports, Inc.",Others,$250 mil. - $500 mil.,358837.4305,390312.1133,307580.6126,153057,95412.72096
attraction.com,Attraction Inc,Apparel and Accessories,$250 mil. - $500 mil.,1426.589847,1622.430101,848.8979574,9314653,594.1542745
coldspringusa.com,Cold Spring Granite Company,Others,$250 mil. - $500 mil.,5079.407429,16772.0846,12948.64953,1360485,3161.153599
4life.com,4Life Research,Food And Beverage,$250 mil. - $500 mil.,855935.9227,781637.9673,798039.6895,76582,74750.85414
delifrance.com,Délifrance S.A,Food And Beverage,$250 mil. - $500 mil.,17508.21305,18140.0736,16816.2402,1449720,6103.1192
charmingcharlie.com,Charming Charlie LLC,Style and Fashion,$250 mil. - $500 mil.,2504358.073,1698120.946,1206880.01,47508,213307.2621
morfurniture.com,More Furniture,Home Furnishings and Furniture,$250 mil. - $500 mil.,300567.7296,366036.4698,210291.6044,232937,38234.12082
farfetch.com,Farfetch,Apparel and Accessories,$250 mil. - $500 mil.,11993030.91,14458051.52,14106191.36,5031,2934116.938
knfilters.com,K&N Engineering Inc,Travel and Transportation,$250 mil. - $500 mil.,923984.4668,1543908.01,1606785.838,49876,214865.8864
ocde.us,Orange County Department of Education,Education,$250 mil. - $500 mil.,116396.5505,196839.0938,329571.6224,199557,59690.53724
bestandless.com.au,Best & Less,Apparel and Accessories,$250 mil. - $500 mil.,838343.5366,871977.0363,647918.2942,80208,74321.67806
